id,orderNumber,barcode,clientId,productPrice,shippingFee,tax,adjustmentAmount,totalAmount,finalAmount,paymentMethod,paymentStatus,status,currentProcess,isUrgent,requestedDeliveryDate,customerMemo,productMemo,adminMemo,orderedAt,createdAt,updatedAt,isDuplicateOverride,createdByUserId,printQueueEnteredAt,printQueueExitReason,printQueueExitedAt,printQueueStatus
cmngs3141002m11niygkir34e,260402-004,MNGS313ZC414,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 01:10:33.314,2026-04-02 01:10:33.314,2026-04-02 01:10:33.314,f,,,,,
cmnh6a5hb004m11nipf1v88yh,260402-005,MNH6A5H88RPM,cmmagsozx0002tjo9f0wsln3v,22100.00,0.00,0.00,0.00,22100.00,22100.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 07:48:00.191,2026-04-02 07:48:00.191,2026-04-02 07:48:00.191,f,,,,,
cmnh6a5uf005e11nix4ngqm5g,260402-006,MNH6A5UC6UKD,cmmagsozx0002tjo9f0wsln3v,23710.00,0.00,0.00,0.00,23710.00,23710.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 07:48:00.663,2026-04-02 07:48:00.663,2026-04-02 07:48:00.663,f,,,,,
cmnh6a5w6006711ni1bih2vh8,260402-007,MNH6A5W4GYQQ,cmmagsozx0002tjo9f0wsln3v,22100.00,0.00,0.00,0.00,22100.00,22100.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 07:48:00.726,2026-04-02 07:48:00.726,2026-04-02 07:48:00.726,f,,,,,
cmnh6a5xs006z11ni1xq4dtiy,260402-008,MNH6A5XQSBWS,cmmagsozx0002tjo9f0wsln3v,23710.00,0.00,0.00,0.00,23710.00,23710.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 07:48:00.785,2026-04-02 07:48:00.785,2026-04-02 07:48:00.785,f,,,,,
cmnh6a5zg007s11ni4w811szk,260402-009,MNH6A5ZEIZQR,cmmagsozx0002tjo9f0wsln3v,22100.00,0.00,0.00,0.00,22100.00,22100.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 07:48:00.844,2026-04-02 07:48:00.844,2026-04-02 07:48:00.844,f,,,,,
cmnh6uqai008v11nizpurlpmf,260402-010,MNH6UQAFPLGP,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:04:00.282,2026-04-02 08:04:00.282,2026-04-02 08:04:00.282,t,,,,,
cmnh6uqpu009l11niunbp0t24,260402-011,MNH6UQPSOT5J,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:04:00.834,2026-04-02 08:04:00.834,2026-04-02 08:04:00.834,t,,,,,
cmnh6uqre00ab11ni6o4p6fwt,260402-012,MNH6UQRCYIGY,cmmagsozx0002tjo9f0wsln3v,24260.00,0.00,0.00,0.00,24260.00,24260.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:04:00.891,2026-04-02 08:04:00.891,2026-04-02 08:04:00.891,t,,,,,
cmnh6uqsz00b211nii8ks2t5q,260402-013,MNH6UQSXEJ6G,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:04:00.948,2026-04-02 08:04:00.948,2026-04-02 08:04:00.948,t,,,,,
cmnh6uqul00bs11nij175rz3t,260402-014,MNH6UQUJBW7I,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:04:01.005,2026-04-02 08:04:01.005,2026-04-02 08:04:01.005,t,,,,,
cmnh7m8li0006q42hhf7ntae7,260402-015,MNH7M8LFU9J9,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:25:23.718,2026-04-02 08:25:23.718,2026-04-02 08:25:23.718,t,,,,,
cmnh7m904000wq42h3zuj0v34,260402-016,MNH7M901INIT,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:25:24.244,2026-04-02 08:25:24.244,2026-04-02 08:25:24.244,t,,,,,
cmnh7m91u001mq42h2nnemss0,260402-017,MNH7M91RUT5B,cmmagsozx0002tjo9f0wsln3v,24260.00,0.00,0.00,0.00,24260.00,24260.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:25:24.307,2026-04-02 08:25:24.307,2026-04-02 08:25:24.307,t,,,,,
cmnh7m941002dq42hb4g8gcq3,260402-018,MNH7M93YXRG8,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:25:24.385,2026-04-02 08:25:24.385,2026-04-02 08:25:24.385,t,,,,,
cmnh7m95p0033q42h7uk3kow1,260402-019,MNH7M95M5J23,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:25:24.445,2026-04-02 08:25:24.445,2026-04-02 08:25:24.445,t,,,,,
cmnh8jkh90007jzoy6x6olmjk,260402-020,MNH8JKH6C7XN,cmmagsozx0002tjo9f0wsln3v,35880.00,0.00,0.00,0.00,35880.00,35880.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:51:18.765,2026-04-02 08:51:18.765,2026-04-02 08:51:18.765,t,,,,,
cmnh8jkt50015jzoycp1k4am2,260402-021,MNH8JKT2YBVX,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-02 08:51:19.193,2026-04-02 08:51:19.193,2026-04-02 08:51:19.193,t,,,,,
cmni70rdj000o50xbubryan42,260403-001,MNI70RDGFPPJ,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:56:27.799,2026-04-03 00:56:27.799,2026-04-03 00:56:27.799,f,,,,,
cmni713iq001e50xbq98acxrq,260403-002,MNI713IO0QBV,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:56:43.538,2026-04-03 00:56:43.538,2026-04-03 00:56:43.538,f,,,,,
cmni71f9i002450xbivnkb83x,260403-003,MNI71F9GW118,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:56:58.758,2026-04-03 00:56:58.758,2026-04-03 00:56:58.758,f,,,,,
cmni71za0002y50xb2mnfylf6,260403-004,MNI71Z9XTM68,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:57:24.696,2026-04-03 00:57:24.696,2026-04-03 00:57:24.696,f,,,,,
cmni72bcn003o50xbbc5zt1mk,260403-005,MNI72BCL288B,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:57:40.344,2026-04-03 00:57:40.344,2026-04-03 00:57:40.344,f,,,,,
cmni72n3z004e50xbyzm21207,260403-006,MNI72N3X2HKO,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:57:55.583,2026-04-03 00:57:55.583,2026-04-03 00:57:55.583,f,,,,,
cmni72yuc005450xb8t9nvpvt,260403-007,MNI72YUA1RD2,cmmagsozx0002tjo9f0wsln3v,84100.00,0.00,0.00,0.00,84100.00,84100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:58:10.788,2026-04-03 00:58:10.788,2026-04-03 00:58:10.788,f,,,,,
cmni73ake006150xbta45h5pe,260403-008,MNI73AKBZALZ,cmmagsozx0002tjo9f0wsln3v,22600.00,0.00,0.00,0.00,22600.00,22600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-03 00:58:25.982,2026-04-03 00:58:25.982,2026-04-03 00:58:25.982,f,,,,,
cmnjoja8g000ooej6hdgbct7k,260404-001,MNJOJA8CDVA0,cmmagsozx0002tjo9f0wsln3v,69050.00,0.00,0.00,0.00,69050.00,69050.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-04 01:54:31.696,2026-04-04 01:54:31.696,2026-04-04 01:54:31.696,f,,,,,
cmnjojmct001hoej6p8hijtp4,260404-002,MNJOJMCQOT40,cmmagsozx0002tjo9f0wsln3v,62600.00,0.00,0.00,0.00,62600.00,62600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-04 01:54:47.405,2026-04-04 01:54:47.405,2026-04-04 01:54:47.405,f,,,,,
cmnjojy3m0028oej6oq2e3tje,260404-003,MNJOJY3JBFJX,cmmagsozx0002tjo9f0wsln3v,35050.00,0.00,0.00,0.00,35050.00,35050.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-04 01:55:02.626,2026-04-04 01:55:02.626,2026-04-04 01:55:02.626,f,,,,,
cmnjp2qk2004boej6n8l89ir2,260404-005,MNJP2QK0OJHZ,cmmagsozx0002tjo9f0wsln3v,60200.00,0.00,0.00,0.00,60200.00,60200.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-04-04 02:09:39.314,2026-04-04 02:09:39.314,2026-04-04 02:09:39.314,t,,,,,
cmnjp3e2k005moej6g05q7vtb,260404-007,MNJP3E2IBQM6,cmmagsozx0002tjo9f0wsln3v,82750.00,0.00,0.00,0.00,82750.00,82750.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-04 02:10:09.788,2026-04-04 02:10:09.788,2026-04-10 06:57:27.524,t,,,,,
cmnjp32bt0052oej6mlsfqfj4,260404-006,MNJP32BR0Z06,cmmagsozx0002tjo9f0wsln3v,31500.00,0.00,0.00,0.00,31500.00,31500.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-04 02:09:54.57,2026-04-04 02:09:54.57,2026-04-10 07:46:43.15,t,,,,,
cmnjp2ef2003ioej6qdgv5j6w,260404-004,MNJP2EEYHKCU,cmmagsozx0002tjo9f0wsln3v,66350.00,0.00,0.00,0.00,66350.00,66350.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-04 02:09:23.582,2026-04-04 02:09:23.582,2026-04-10 07:59:55.674,t,,,,,
cmo6kw6cr001fnolzfmsi8iah,260420-002,MO6KW6CPFE34,cmmagsozx0002tjo9f0wsln3v,19900.00,0.00,0.00,0.00,19900.00,19900.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 02:31:16.78,2026-04-20 02:31:16.78,2026-04-20 02:32:41.935,f,,,,,
cmo6kw5xg000vnolzdlkpjclu,260420-001,MO6KW5XBMGN0,cmmagsozx0002tjo9f0wsln3v,19900.00,5500.00,0.00,0.00,25400.00,25400.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 02:31:16.228,2026-04-20 02:31:16.228,2026-04-20 02:32:41.939,f,,,,,
cmo6nd30d000bgqcd3tst5h18,260420-003,MO6ND307UYHX,cmmagsozx0002tjo9f0wsln3v,87700.00,0.00,0.00,5500.00,87700.00,82200.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 03:40:24.829,2026-04-20 03:40:24.829,2026-04-20 04:00:29.385,f,,,,,
cmo6o24mu0004rtknhbdqise9,260420-004,MO6O24MSBEWX,cmmagsozx0002tjo9f0wsln3v,71200.00,0.00,0.00,0.00,71200.00,71200.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 03:59:53.335,2026-04-20 03:59:53.335,2026-04-20 04:00:42.865,f,,,,,
cmo6o6vpj001frtknd5yvvnlq,260420-005,MO6O6VPG7W1J,cmmagsozx0002tjo9f0wsln3v,58300.00,0.00,0.00,0.00,58300.00,58300.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 04:03:35.047,2026-04-20 04:03:35.047,2026-04-20 04:04:19.211,f,,,,,
cmo6te0hp001pxm9ixbtxykq6,260420-008,MO6TE0HMIPRC,cmmagsozx0002tjo9f0wsln3v,44180.00,0.00,0.00,0.00,44180.00,44180.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 06:29:05.917,2026-04-20 06:29:05.917,2026-04-20 06:30:53.886,f,,,,,
cmo6tdzyz000wxm9i2p4t4oa8,260420-007,MO6TDZYWSXF0,cmmagsozx0002tjo9f0wsln3v,66900.00,0.00,0.00,0.00,66900.00,66900.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 06:29:05.244,2026-04-20 06:29:05.244,2026-04-20 06:30:53.89,f,,,,,
cmo6tdzh50004xm9itet2zvsk,260420-006,MO6TDZH2ZV1D,cmmagsozx0002tjo9f0wsln3v,62600.00,0.00,0.00,0.00,62600.00,62600.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-20 06:29:04.602,2026-04-20 06:29:04.602,2026-04-20 06:30:53.892,f,,,,,
cmo80oxet000jx6hzrbetcdti,260421-001,MO80OXEMB7T0,cmmagsozx0002tjo9f0wsln3v,53750.00,5500.00,0.00,0.00,59250.00,59250.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 02:41:18.629,2026-04-21 02:41:18.629,2026-04-21 05:46:38.309,f,,,,,
cmo81izee0019ajuuoljktdlc,260421-003,MO81IZEB6WSZ,cmmagsozx0002tjo9f0wsln3v,53750.00,0.00,0.00,0.00,53750.00,53750.00,transfer,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 03:04:40.886,2026-04-21 03:04:40.886,2026-04-21 03:06:11.693,t,,,,,
cmo81iygn0007ajuutepxoord,260421-002,MO81IYGHSYQ3,cmmagsozx0002tjo9f0wsln3v,57250.00,0.00,0.00,5500.00,57250.00,51750.00,transfer,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 03:04:39.671,2026-04-21 03:04:39.671,2026-04-21 03:06:11.696,t,,,,,
cmo87op1n004leql7oewdqel5,260421-007,MO87OP1J6UGJ,cmmagsozx0002tjo9f0wsln3v,57250.00,0.00,0.00,0.00,57250.00,57250.00,card,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 05:57:05.099,2026-04-21 05:57:05.099,2026-04-21 05:57:38.359,t,,,,,
cmo87kig00031eql7edjg0ff0,260421-006,MO87KIFYI2FC,cmmagsozx0002tjo9f0wsln3v,59950.00,0.00,0.00,0.00,59950.00,59950.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 05:53:49.92,2026-04-21 05:53:49.92,2026-04-21 05:57:38.362,t,,,,,
cmo87khl4001weql760jfsy4y,260421-005,MO87KHL2GUQF,cmmagsozx0002tjo9f0wsln3v,58100.00,0.00,0.00,0.00,58100.00,58100.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 05:53:48.808,2026-04-21 05:53:48.808,2026-04-21 05:57:38.364,t,,,,,
cmo87kgp9000seql7mbitu4om,260421-004,MO87KGP76JDT,cmmagsozx0002tjo9f0wsln3v,56250.00,0.00,0.00,0.00,56250.00,56250.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 05:53:47.662,2026-04-21 05:53:47.662,2026-04-21 05:57:38.366,t,,,,,
cmo8cyv6f0024sa3enx96t2t7,260421-010,MO8CYV6DPI6X,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 08:24:57.687,2026-04-21 08:24:57.687,2026-04-21 08:26:10.085,f,,,,,
cmo8cyuf20015sa3eeqb3vmnx,260421-009,MO8CYUEZFIM1,cmmagsozx0002tjo9f0wsln3v,92700.00,0.00,0.00,0.00,92700.00,92700.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 08:24:56.702,2026-04-21 08:24:56.702,2026-04-21 08:26:10.088,f,,,,,
cmo8cytz3000fsa3eikx6li0a,260421-008,MO8CYTZ1UFVA,cmmagsozx0002tjo9f0wsln3v,54000.00,0.00,0.00,0.00,54000.00,54000.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 08:24:56.128,2026-04-21 08:24:56.128,2026-04-21 08:26:10.09,f,,,,,
cmo8gcdgo002m129hh4lhidfx,260421-013,MO8GCDGLY343,cmmagsozx0002tjo9f0wsln3v,58100.00,0.00,0.00,0.00,58100.00,58100.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 09:59:26.76,2026-04-21 09:59:26.76,2026-04-21 09:59:53.012,t,,,,,
cmo8gccjs001i129h33c72gz0,260421-012,MO8GCCJPBREX,cmmagsozx0002tjo9f0wsln3v,56250.00,0.00,0.00,0.00,56250.00,56250.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 09:59:25.576,2026-04-21 09:59:25.576,2026-04-21 09:59:53.015,t,,,,,
cmo8gcbne000c129h8jwgz2c5,260421-011,MO8GCBNBNI18,cmmagsozx0002tjo9f0wsln3v,59950.00,0.00,0.00,0.00,59950.00,59950.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-21 09:59:24.41,2026-04-21 09:59:24.41,2026-04-21 09:59:53.017,t,,,,,
cmo9azvda000d5pcus2l3556w,260422-001,MO9AZVD5A7DQ,cmmagsozx0002tjo9f0wsln3v,32500.00,5500.00,0.00,0.00,38000.00,38000.00,postpaid,pending,print_waiting,receipt_pending,f,,,,,2026-04-22 00:17:31.535,2026-04-22 00:17:31.535,2026-04-22 00:17:59.84,f,,,,,
